ID,"First Name","Last Name","Company Name","Company Slug",Email,Overview,Phone,Website,"Number of Brands","Number of Products",City,State,Country,Facebook,Twitter,Instagram,Thumblr,Youtube,Googleplus,"Company Age","Allow Dropshipping",Tags,"Show Video"
7131,"Pura D\'or","Pura D\'or","Pura D\'or",pura_d'or,info12@purador.com," For more than four years, Pura d\'or has been growing a culture planted on a natural set of values and beliefs. It comes down to one unified mission—to create organic personal care solutions that work naturally. ",12345678,https://www.purador.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7132,"Irene Gari","Irene Gari","Cover Your Gray",cover_your_gray,contact12@coveryourgray.com," Gray hair may look age wise, but not everyone likes to look older. Cover it up is one quick way to turn back the clock and look younger. But what causes gray hair? As you age, your natural production of pigment slows down and your natural color loses its color strength. This doesn’t happen to every hair at the same time, so the contrast between the hair with no color and the hair that still has some color causes it to look gray. So how gray your hair actually looks is determined by the percentage of strands with no color vs. the pigmented strands.",12345678,http://www.coveryourgray.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7133,"X-Fusion ","X-Fusion ","X-Fusion ",x-fusion_,info45@xfusionhair.info," XFusion Hair Building Fibers are all natural Keratin \"hairs\" that bind to your own existing hair to instantly make your hair look fuller and thicker.",12345678,http://www.xfusionhair.info/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7134,"Every Man Jack","Every Man Jack","Every Man Jack",every_man_jack,info12@everymanjack.com," EVERY MAN JACK makes high-quality, affordable grooming products just for guys. No harsh chemicals. No unbelievable promises. Just naturally derived products that get the job done. Visit our retailers page to find EMJ at a store near you or contact us to learn more.",12345678,http://everymanjack.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7136,GiGi,GiGi,GiGi,gigi,info45@GiGi.com," For over 40 years, estheticians around the world have relied on GiGi’s knowledge and expertise in hair removal. GiGi first launched All Purpose Honee in 1972 and still remains the #1 professional selling hair removal wax in the world! Since then GiGi has grown to include a complete selection of waxes, warmers, pre & post treatments, accessories, paraffin, depilatories and more.

GiGi continues to grow and is committed to providing professional grade products to help estheticians grow their business. ",12345678,http://www.gigispa.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7135,Oribe,Oribe,Oribe,oribe,contact123@Oribe.com," ",12345678,http://www.oribe.com/index.php/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7137,"Free & Clear","Free & Clear","Free & Clear",free_&_clear,info123@psico.com,,12345678,https://www.psico.com/products/free-and-clear/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7194,"Joico ","Joico ","Joico ",joico_,info12@Joico.com,"Joico is committed to providing high quality safe products. Joico Laboratories does not use animal tests to confirm the safety of Joico products except when absolutely required by law. Safety of Joico products is assured by using safe raw materials and where applicable, confirming safety by testing via patch tests with human volunteers under a physician’s supervision and using non-animal alternative tests.",12345678,http://www.joico.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7138,Thermafuse,Thermafuse,Thermafuse,thermafuse,info12345@Thermafuse.com," First and foremost, our mission is to produce the highest quality salon hair care based upon the latest technology available. We are dedicated to the professional beauty industry. We strive to make a positive impact for salons and spas by addressing vital issues such as profitability, safety, exclusivity, education, smart marketing and more.",12345678,http://www.thermafuse.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7139,Dollylocks,Dollylocks,Dollylocks,dollylocks,info1@dollylocks.com/," Dollylocks is the leader in the professional field of Dreadlocks and Hair Extensions. We specialize in hair friendly, natural techniques that we have proudly perfected for over 15 years. Our team and affiliates take pride in their learned experience and knowledge; always striving for perfection! We provide each and every client with top notch customer service and the “one-on-one” individualized attention they deserve. We love what we do and it shows! ",12345678,http://www.dollylocks.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7140,"Jamaican Mango & Lime","Jamaican Mango & Lime","Jamaican Mango & Lime",jamaican_mango_&_lime,test123@jamaicanmangoandlimeshop.com," Natural hair styles are exploding in popularity and the boundaries of style, concept and application as they relate to the ever-broadening imaginations of natural hair style artisans are limitless. These artisans rely on the best natural styling and maintenance products available to realize their vision. ",12345678,http://www.jamaicanmangoandlimeshop.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7141,"Live Locs","Live Locs","Live Locs",live_locs,info123@livelocs.com,"Live Locs is revolutionizing hair care and raising the bar on dreadlock styling products. Our goal is to provide the world with high quality dreadlock products that out perform other options on the market. Beauty is not just an image in a mirror but it is the reflection of your soul. Live Locs products are created to elevate your natural hair care experience.",12345678,http://www.livelocs.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7143,"Tropic Isle Living","Tropic Isle Living","Tropic Isle Living",tropic_isle_living,test12@tropicisleliving.com/,"Tropic Isle Living was launched in 1992 with the conviction to bring to market a range of Jamaican herbs and herbal products that have been valued for generations for their benefits to the hair, skin and body. For over 20 years Tropic Isle Living has been specializing in making natural hair, skin and body care products from oils, herbs and berries from Jamaica, the rest of the Caribbean and Africa. Our products are not massed produced, they are mostly made the old fashioned, traditional, hand-processed way. We do so because it is one way to preserve the natural magnetism of our products while paying homage to the elders and ancestors that passed on the knowledge.",12345678,http://www.tropicisleliving.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7142,"Liquid Gold Hair","Liquid Gold Hair","Liquid Gold Hair",liquid_gold_hair,test@liquidgoldhairproducts.com/,,12345678,http://www.liquidgoldhairproducts.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7144,Lee,Stafford,"Lee Stafford",lee_stafford,test123@leestafford.com/,"Before I knew it, I found myself on stage winning the Men’s British Hairdresser of the Year award in 1998. Quite a change from chasing victims around the house with my mum’s kitchen scissors!

Since then my career has gone from pillar to post and I’ve been part of many other awards, written for numerous magazines and made a number of TV appearances - although just like in my youth, my main drive is to continue growing creatively within the world of hair cutting. ",12345678,http://www.leestafford.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7145,"Vedik Herbs","Vedik Herbs","Vedik Herbs",vedik_herbs,contact1245@vadikherbs.com,,12345678,http://www.vadikherbs.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7148,"Organic Green Touch","Organic Green Touch","Organic Green Touch",organic_green_touch,info123@greentouchbeauty.com,"Green Touch Beauty skin & hair care line of products is made with botanical ingredients and all our formulas offer the best of both science and nature.
 
At Green Touch Beauty we use the most effective ingredients sourced from nature and unlock their power to deliver real skin and hair care benefits for healthier, more beautiful skin and hair. We created a line of home spa products that are all natural, easy to use, and deliver proven benefits.",12345678,https://www.greentouchbeauty.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7149,"Brazilian Blowout","Brazilian Blowout","Brazilian Blowout",brazilian_blowout,info12345@brazilianblowout.com,"Brazilian Blowout Professional Smoothing Treatments are the most innovative and effective in the world…
Through the use of innovative and breakthrough bonding technologies, these treatments actually improve the health and condition of the hair by creating a protective protein layer around the hair shaft to eliminate frizz and smooth the cuticle.",12345678,http://www.brazilianblowout.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7150,"Alterna ","Alterna ","Alterna ",alterna_,connect123@alternahaircare.com,"Our respected credibility; the promise of transformations without trade-offs, has been the source of Alterna’s luxury haircare authority, pioneering industry standards since 1997. We tapped the expertise and insights of professional stylists to create luxurious, high-performance products that meet the exacting standards of professional salons and their clients. Salon stylists & beauty artisans worldwide can always turn to us for innovation, expertise, choice…for uncompromising care to transform hair.",12345678,http://www.alternahaircare.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7151,"AG Hair Cosmetics","AG Hair Cosmetics","AG Hair Cosmetics",ag_hair_cosmetics,info123@aghair.com,"We pride ourselves on our meticulous selection of natural ingredients, ensuring they are gentle on hair but that they also deliver results. If we don’t believe in the integrity of the ingredient, simply put, we won’t use it. Which is why we leave out common ingredients like salt, paba, parabens and DEA.

Hair care and innovation are our passions. With 25 years of experience, we understand the complexity and intricacies of different hair types and our labs are constantly researching new solutions that both work and are good for your hair.",12345678,http://www.aghair.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7170,"Renpure Originals","Renpure Originals","Renpure Originals",renpure_originals,info123@renpure.com,"The Redmonds here! We are a family that has been involved in hair care for over 45 years. Our extensive knowledge in this field has led us to create a line of products called Renpure. As a private, family-owned company, we have the freedom to choose which ingredients we put in our products, and we choose only the best. We find no greater joy than giving you an inexpensive, healthier, and safer alternative for clean hair.","212 6311111",http://www.renpure.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
